"id","entity-name","year","dfis-in","fdi-in","fdi-in-profits-out","fdi-out","illicit-financing-out","long-debt-capital-payments-out","long-debt-disbursement-in","long-debt-net-official-in","long-debt-interest-payments-out","net-portfolio-equity-in","oda-capital-payments-out","oda-in","oda-interest-payments-out","oofs-capital-payments-out","oofs-in","oofs-interest-payments-out","pda-in","remittances-in","remittances-out","short-debt-interest-out","short-debt-net-flow-in","ssc-in","trade-mispricing-out","ssc-out"
"BD","Bangladesh",2004,,678724061.3,363652268.3,372055237.7,36897061.14,578943736.6,21089979.19,0,224667085.1,6277820.319,809750000,2526280000,228570000,106870000,195360000,10660000,,10266493770,11415076.84,30335352.97,121684690.8,,1200733890,
"BD","Bangladesh",2005,,1281123587,1013425158,1018426824,976003648.1,745536627.2,0,85373003.42,259428051.4,30350389.58,576320000,2130050000,193690000,65290000,231560000,17700000,,10240517570,7523334.168,46157591.46,-52676281.27,,621735615.7,
"BD","Bangladesh",2006,,1199497663,1162549581,1167998540,973852258.2,634495601.1,0,498725251.1,220276085.4,104700547.4,891130000,2288720000,219650000,29370000,107660000,29970000,,10914132015,3482957.63,77368531.02,665450904.2,,3062226073,
"BD","Bangladesh",2007,,945144471.4,1146303100,1176088852,1072867961,906316137.3,0,396215515.9,222147097.5,188745206.8,738140000,2323080000,244080000,50770000,166260000,37630000,,10481799476,10962169.38,88731164.72,231686930.1,,2381880467,
"BD","Bangladesh",2008,,1429780250,1353631524,1365872004,417803112.2,722592643.2,0,667505238.5,231822619.5,-170991444.3,1548570000,3648840000,208020000,66150000,165410000,36720000,,11289388210,14507311.04,44599966.27,602671339,,1199175957,
"BD","Bangladesh",2009,,868888261.1,1344061832,1380422701,865125046.3,758365086.4,0,239881144.1,212540019.1,-129012432.8,702510000,2.01e+09,202390000,105450000,816180000,30220000,,15204850884,10406360.95,25770268.4,43130156.32,,453919175.3,
"BD","Bangladesh",2010,,1077160292,1483732253,1501894856,473541498.2,761687933.8,0,97065538.99,205830418.5,-122917235.8,7.25e+08,2199430000,177610000,95500000,215750000,29630000,,13776246010,12146673.19,32586588.35,1039081779,,318535596.7,
"BD","Bangladesh",2011,,1328507118,1595936018,1611180683,692821483.8,1066422770,0,135805635.4,262388222.1,153911291.5,774830000,2235120000,180020000,140850000,285630000,35390000,,12522950330,13757710.88,50316089.2,767920933.4,,0,
"BD","Bangladesh",2012,,1292560000,1788653302,1841433302,1025641321,988484000,0,275196000,295557000,97231459.58,835980000,2988070000,171620000,167630000,342200000,38550000,,14084934570,12675808.64,19972000,-2038700000,,754604240.3,
"BD","Bangladesh",2013,,1488641805,1815807731,1845848110,,2271000,0,1005886412,586999.9997,251260109.8,819230000,3541390000,172360000,412500000,501820000,40400000,,13225670145,18166668.19,16791706.04,-247528253.4,,,
"BB","Barbados",2000,,67204828.48,,1290109.92,,,0,0,,0,9010000,9700000,2820000,17220000,35630000,21430000,,,23529147.58,,,,,
"BB","Barbados",2001,,103840343.2,,1320438.068,,,0,0,,0,8960000,6200000,2580000,19820000,46540000,24020000,,,24368084.35,,,,,
"BB","Barbados",2002,,95951387.59,,526975.5247,0,,0,0,,0,13700000,18590000,8630000,21060000,31490000,20740000,,,23897271.85,,,,357747953.5,
"BB","Barbados",2003,,195568855.8,,586233.0484,0,,0,0,,-110798046.2,8470000,34510000,580000,21130000,55160000,19150000,,,25457756.36,,,,386270368.3,
"BB","Barbados",2004,,141139179.5,,4303912.23,0,,0,0,,0,7650000,41340000,2310000,22730000,36520000,16540000,,,20224677.55,,,,636420244.6,
"BB","Barbados",2005,,249517044.8,,9465373.347,0,,0,0,,-4989545.703,11190000,9220000,2820000,15140000,15280000,10090000,,,42405054.04,,,,555331912.3,
"BB","Barbados",2006,,339298487.3,,44060675.63,0,,0,0,,1586556.163,9920000,7670000,2430000,34140000,106240000,17390000,,,35466387.96,,,,68797172.66,
"BB","Barbados",2007,,458959542.5,,79224286.15,0,,0,0,,50605241.89,1820000,20130000,290000,35080000,45370000,16320000,,,53260169.25,,,,63640483.23,
"BB","Barbados",2008,,445727799.7,,-5989032.99,6373141.998,,0,0,,19352238.39,2700000,9470000,340000,44210000,63440000,16400000,,,37478321.55,,,,0,
"BB","Barbados",2009,,225037594.6,,-51297504.26,0,,0,0,,-7879228.135,1530000,13710000,350000,65800000,59600000,16400000,,,33845688,,,,0,
"BB","Barbados",2010,,273841968.8,,-51378231.22,61123198.57,,0,0,,-3912664.566,1340000,17720000,150000,51240000,88170000,13580000,,,32904662.45,,,,30168888.23,
"BB","Barbados",2011,,701224515.7,,-23760948.03,,,0,0,,0,0,0,0,0,0,0,,,,,,,16585875.12,
"BB","Barbados",2012,,515616000,,89185500,,,0,0,,0,0,0,0,0,0,0,,,,,,,0,
"BB","Barbados",2013,,376166455.5,,3419039.767,,,0,0,,0,0,0,0,0,0,0,,,,,,,,
"BY","Belarus",2000,,331063472.7,12818956.01,13376301.93,,536746408.7,623123878.4,37514953.45,103607818.6,1393364.784,0,0,0,0,0,0,,164959653.5,162745006.8,170659318.8,-212906139,,,
"BY","Belarus",2001,,235727817.4,32726304.51,33464491.83,,461153000.5,787950987.6,109857036.9,111923961.4,6151560.998,0,0,0,0,0,0,,176190900.5,188729891.4,140034134.6,196357827.1,,,
"BY","Belarus",2002,,540664647.1,58639468,-392534349.2,631831241.9,541318871,788692092.4,187051150.8,78375587.45,1531627.895,0,0,0,0,0,0,,159377572.1,148130297.9,112294581.2,707830891.7,,4939639444,
"BY","Belarus",2003,,329254093.6,71868617.63,74743362.33,25208503.37,569521423,469633627,27093510.6,61101740.46,6324438.351,0,0,0,0,0,0,,249768440.2,124572270.6,103519556.8,661191282.2,,6007469457,
"BY","Belarus",2004,,269453531.2,124527669.8,126666189.9,0,391382076.6,208086229.8,298045544.8,66277672.61,822507.7266,0,0,0,0,0,0,,284890366.2,134233261,120925086,1584149882,,6348569423,
"BY","Belarus",2005,,422701157.1,185982994.4,189429677,0,700877397,632711665.4,230403775.1,72487871.61,827203.8299,4150000,73210000,2470000,77760000,95830000,10700000,,209793906.3,71966733.2,152351644,780466813.5,,5695543681,
"BY","Belarus",2006,,442563822.3,292853069.8,296571052,355067306.3,595286140.5,814505810.8,85019832.74,85012903.82,-1487192.906,4100000,92260000,2270000,38680000,29490000,15240000,,278139537.8,87248650.49,220859300.5,1085155090,,6593013350,
"BY","Belarus",2007,,1987400142,478128468.7,494843171.4,0,830098320.4,2238268035,1747254744,88162359.07,4948431.714,5140000,92770000,2090000,6.2e+07,28820000,16320000,,289931063.4,113484034,265417382.4,3278061098,,9941120756,
"BY","Belarus",2008,,1977597741,616536139.4,644194849,175533379.7,768318280,1575541337,1396941244,213292941.6,632715.5806,5060000,111550000,1940000,47090000,73380000,10700000,,579352429.9,154563377.6,105460129.1,178606569.6,,13327208279,
"BY","Belarus",2009,,2096986794,973900341.7,1088220485,0,1424546324,815672546.8,1159290763,206229962.7,1340998.749,4990000,105500000,1800000,29970000,295620000,10880000,,505529929.2,148627361.4,143418698.7,1694910669,,8458728160,
"BY","Belarus",2010,,1495010379,1114873895,1169163779,0,1348769953,2393011205,1641892385,222696891.9,751045.8341,4930000,146570000,2250000,32730000,117660000,10720000,,534123113.5,124137147.1,215563029.4,2989591589,,8918971214,
"BY","Belarus",2011,,4189843870,1241229731,1372607256,0,2448556734,2700384942,2842339051,598295342.1,-104683.2868,4940000,126050000,2060000,47880000,116220000,13210000,,920233754.1,140066237.7,233052214,1655670864,,14678437486,
"BY","Belarus",2012,,1463600000,1257600000,1413100000,0,3412222000,2492448000,871841000,850549000,-3500000,4800000,108070000,1850000,53820000,384700000,13040000,,1053099976,141700000,207199000,-1.37e+09,,13903304371,
"BY","Belarus",2013,,2014946386,2142014264,2297870959,,2075538000,2749405868,1251332923,516201000,1804941.449,5040000,106810000,1670000,88770000,381550000,13200000,,1133847558,135190114.5,194402121.2,1763788784,,,
"BZ","Belize",2000,,28085029.5,36740056.4,36740056.4,,49311541.02,202785921.4,0,26599017.27,0,15110000,38760000,2160000,10400000,35970000,11650000,,50269848.63,12681047.08,4071793.832,-1203248.768,,,
"BZ","Belize",2001,,73740574.78,40111010.65,40111010.65,,57084654.69,98869734.57,0,41222045.88,0,18060000,52860000,2070000,36870000,51900000,15140000,,58736151.85,20845875.75,2795879.746,1017560.373,,,
"BZ","Belize",2002,,30159040.54,39145803.14,39145803.14,10145677.13,148596735.3,233296957.3,0,34334470.33,0,25310000,58860000,6240000,28600000,40930000,14190000,,54122834.66,21043365.41,1986438.513,-6922329.559,,76062942.41,
"BZ","Belize",2003,,-13333170.03,37798514.03,38235427.06,42745298.08,105048293.9,239876238.2,40830899.81,56658344.96,0,8500000,24100000,1310000,10460000,34010000,11310000,,59330105.86,25205541.81,2013705.313,42714961.2,,102352626.9,
"BZ","Belize",2004,,133245244.6,50630682.52,50707166.84,4468745.718,166089284.4,214638901,29878221.73,75921442.42,0,7720000,17010000,1410000,11500000,24180000,10170000,,55219057.62,22451942.15,2151121.478,-95605399.01,,102787528.2,
"BZ","Belize",2005,,148319601.4,40738596.1,41885103.46,8826187.174,177069354.4,192663490.7,42759933.77,81455783.16,0,6900000,21170000,1400000,10580000,9020000,7120000,,62059298.65,22593835.96,0,0,,105591816.4,
"BZ","Belize",2006,,121893158.9,57804509.09,58444616.6,9006911.59,76989868.97,3668157.655,78331114.18,68992725.26,4512477.383,6960000,16900000,1320000,14550000,29290000,12210000,,81407255.37,23082655.82,0,0,,93937635.34,
"BZ","Belize",2007,,152963206.7,92541514.34,93595176.45,41496063.52,621651029.5,578553470.6,28173172.38,64688014.6,0,6910000,30510000,1290000,22290000,38740000,11540000,,86025001.34,22927276.62,0,0,,156879283.7,
"BZ","Belize",2008,,177432701.1,111419372.8,114303058.8,12297723.65,87481045.36,72478557.98,26316832.44,59685763.61,2047600.048,4900000,28560000,1150000,19770000,16540000,11250000,,80799715.91,29257852.82,0,0,,168297640.9,
"BZ","Belize",2009,,116801631.7,60211265.61,60706524.28,5845648.17,70375022.08,15023025.01,35109929.73,57678585.99,0,4910000,33230000,1480000,16420000,28280000,8750000,,95408104.12,24155446.91,0,0,,146830524.8,
"BZ","Belize",2010,,103010832,108527468.4,109715233.7,0,69430766.13,7765506.12,22644329.18,59114902.09,0,4510000,30240000,440000,22970000,18800000,7550000,,88299088.95,23301612.4,0,0,,95451202.29,
"BZ","Belize",2011,,96843085.56,40704764.3,41347686.56,6784347.58,70053134.52,17933773.07,16884951.85,57838627.25,0,7380000,29210000,1740000,16450000,16930000,5240000,,76943360.96,23898183.64,0,0,,117908645,
"BZ","Belize",2012,,194201500,68175437.02,69050937.02,3948970.562,66585000,4252000,15140000,48801000,0,7110000,32290000,1920000,15360000,19640000,3570000,,75945648.19,26326846.23,0,0,,139631194.8,
"BZ","Belize",2013,,90451631.1,86295240.05,86988680.1,,91085000,40558002.08,92683096.81,20530000,0,6080000,54950000,1470000,15550000,20940000,4430000,,71906063.59,31934932.95,0,0,,,
"BJ","Benin",2000,,119258004.1,-1505761.058,5647307.729,,86264391.54,0,16788009.84,32163980.84,134593.1672,63900000,460730000,10910000,36030000,16380000,440000,,130739898.3,17727041.79,8923902.573,-96805377.13,,,
"BJ","Benin",2001,,87929942.06,500503.5838,5122637.397,,40710578.4,0,59171800.16,27153751.3,-702893.0111,75660000,529400000,9590000,1600000,270000,1610000,,131202735.5,20567141.79,5477262.887,27025440.6,,,
"BJ","Benin",2002,,25121961.88,23563672.92,26074534.97,0,38510194.53,0,27350444.18,40317888.02,2809709.839,74330000,415960000,13530000,5500000,7610000,1030000,,119441851.2,12306155.55,5662990.406,-9373225.5,,0,
"BJ","Benin",2003,,68332741.84,34292514.86,34773509.24,0,23199921.01,0,18178817.19,17339981.79,-559845.6093,67320000,461070000,14440000,7270000,2320000,210000,,83467659.05,8650008.958,2351002.728,-68146999.16,,93349184.4,
"BJ","Benin",2004,,88365196.36,18667049.67,16854054.06,14045738.7,24552067.59,0,51656085.85,18712664.4,-4021602.982,105770000,580190000,12680000,1.1e+07,980000,4470000,,92894618.8,8593392.693,1605524.46,-6920364.054,,147745798.6,
"BJ","Benin",2005,,70157944.03,11910723.9,11401697.03,0,31863656.4,0,15053698.13,18669026.2,3036607.713,72730000,484810000,12920000,840000,70000,1e+05,,222620959.3,44345505.71,2102993.387,19839560.25,,44498248.12,
"BJ","Benin",2006,,67687405.46,18869642.65,16670008.8,0,34372676.32,0,110048266.6,15576868.38,360116.9713,1323250000,1783660000,72700000,2070000,1180000,130000,,295908737.9,77344852.48,2022969.92,0,,0,
"BJ","Benin",2007,,290167855.8,60154174.47,53227908.31,0,20719783.7,0,55259406.08,11783197.52,5605059.711,22670000,520100000,6500000,1370000,0,140000,,341083262.3,122260513.2,1018595.753,-44336199.08,,0,
"BJ","Benin",2008,,167745784.2,29143147.3,25199457.21,0,15782427.37,0,0,40567722.6,-1766719.215,18460000,652480000,5720000,1950000,8350000,440000,,272482661.6,73399353.35,5092571.22,83820996.23,,0,
"BJ","Benin",2009,,137458811.3,32292221.69,64215929.35,5907378.094,25845552.34,0,19370028.82,11903755.72,9193831.375,17470000,705800000,7340000,1630000,1890000,240000,,156302453.4,71599590.35,16074011.18,98550690.98,,0,
"BJ","Benin",2010,,186504034.6,57791179.95,38895205.49,0,26484436.86,0,24373420.65,13554985.21,5160611.374,21970000,727230000,7150000,29230000,5130000,410000,,164445946.4,66855794.89,18952717.45,141444424.7,,205913387.1,
"BJ","Benin",2011,,157934916.4,64271170.62,122751955.8,0,28452361.15,0,31321989.7,12759003.07,1238321.486,28760000,702010000,11380000,4060000,1110000,180000,,163006945.3,60345192.86,27983727.1,150652119.9,,0,
"BJ","Benin",2012,,281564834,0,40335476.87,,39058000,0,21979000,15772000,1330977.243,32350000,543720000,8190000,6530000,3600000,1470000,,139433075,,29688000,25915000,,0,
"BJ","Benin",2013,,306343501.8,0,43885136.71,,0,0,76049233.15,0,0,25490000,673010000,8230000,2310000,6440000,1390000,,160079241.1,,24087690.62,-444118.5905,,,
"BT","Bhutan",2000,,0,0,,,8098739.805,0,41392659.29,3119514.592,0,3890000,91280000,1150000,240000,0,0,,0,,258816.87,-822729.1231,,,
"BT","Bhutan",2001,,0,0,,,7807854.917,0,111246283,2973110.026,0,3960000,104960000,1290000,260000,0,0,,0,,61939.79221,-2580824.675,,,
"BT","Bhutan",2002,,4170815.214,0,,,7774454.968,0,109037364.8,3305132.149,0,4070000,119830000,1410000,240000,22350000,80000,,0,,25794.47567,1707594.289,,,
"BT","Bhutan",2003,,5744145.261,0,,,8214914.562,0,126268222.3,3967701.473,0,2220000,108130000,1570000,0,18010000,360000,,0,,102260.3472,5757257.55,,,
"BT","Bhutan",2004,,13996351.06,0,,,10645868.41,0,118642858.3,8168835.961,0,3230000,100410000,1920000,5090000,18550000,840000,,0,,123219.7264,-6952436.099,,,
"BT","Bhutan",2005,,9100194.918,0,,,6769229.328,0,92177373.71,2943589.117,0,3120000,113410000,1960000,4140000,1740000,1160000,,0,,297435.8341,11721609.23,,,
"BT","Bhutan",2006,,97399294.41,526738.1664,,0,7963409.062,0,40926402.09,4595831.84,0,4610000,128680000,2020000,0,0,1670000,,2219427.58,101260133,1349730.349,10797842.8,,,
"BT","Bhutan",2007,,4021423.116,1697640.025,,134074260.8,31816173.24,0,21928017.51,9178688.664,0,4590000,107900000,1930000,1250000,0,1650000,,2833547.4,80472671.42,1330051.973,2660103.945,,,
"BT","Bhutan",2008,,23149376.54,3683272.406,,0,50565275.09,0,21730098.97,44232547,0,5410000,97280000,2120000,1020000,0,1460000,,3414244.666,70967403.62,0,-11632490.99,,,
"BT","Bhutan",2009,,83298085.35,-942143.1421,,0,47728334.67,5711172.201,3837835.339,40034003.55,0,6830000,140500000,2270000,170000,8450000,420000,,4428344.419,55391529.51,0,-3487383.799,,,
"BT","Bhutan",2010,,37794449.9,4985114.95,,0,57217498.71,19688717.58,123599447.2,45979595.79,0,7920000,145830000,2770000,4340000,21830000,1140000,,7816171.547,86826343.73,87096.50769,1226711.376,,,
"BT","Bhutan",2011,,27905948.73,4947774.959,,47240326.63,48953946.6,20412280.96,205394233.5,39529415.61,0,7030000,146060000,3440000,2730000,14730000,780000,,10097801.05,99351904.95,135651.2342,2153194.194,,,
"BT","Bhutan",2012,,21834932.07,1649444.436,,167549910.2,68980000,8612000,327955000,57688000,0,9780000,171070000,3740000,1640000,5950000,610000,,10442902.57,73765182.33,150000,9.2e+07,,,
"BT","Bhutan",2013,,22676107.58,21424699.15,,,4615000,9733951.685,260327501.2,2741000,0,8240000,146610000,4390000,4030000,870000,740000,,11796969.55,71615102.95,0,-106560655.9,,,
"BO","Bolivia",2000,,1485151104,299287133.7,304329032.9,,883024941.5,970033162.3,153172369.1,322542780.3,0,148060000,888100000,59900000,159240000,110620000,72540000,,353552380.3,74620107.46,40789953.48,-20143186.9,,,
"BO","Bolivia",2001,,1488149544,353394579.5,358665978.4,,724327571,372609882.6,297092521.2,355435091.6,0,178730000,1350670000,48640000,218530000,65360000,73390000,,332873268.7,76709396.2,32011313.45,-42120149.27,,,
"BO","Bolivia",2002,,1506005412,408015064.4,413579918,1423783104,774468189.7,273757407,649978573.1,223974377.4,0,559990000,1603020000,49210000,138680000,37610000,54470000,,247029699.1,84318661.43,32904059.73,-22232472.79,,476133050.5,
"BO","Bolivia",2003,,441555016.4,522615948.8,528208055.8,388137676.6,629174988.6,502853442.8,737817783.5,260761586.2,0,209650000,1434110000,82070000,133930000,145680000,49920000,,303125372.8,102405816.7,33958858.69,-84852464.02,,0,
"BO","Bolivia",2004,,183428790.5,626525621.5,632535459.6,1342315180,766193011,385438819.9,645501375.4,267755091.9,0,705420000,1646140000,41860000,107990000,36040000,42780000,,346372263.5,108577991.3,26797161.3,-127811740.5,,0,
"BO","Bolivia",2005,,-592000774.8,556829730.9,563000048.9,770204959.6,649276774.8,928188604.1,518324565.3,326234565.5,0,134560000,897390000,43880000,120980000,96690000,49330000,,464668060.6,137227503.4,20953689.5,-186220779.7,,0,
"BO","Bolivia",2006,,503066955.9,701268290,706641724.8,188131169.4,374311240.3,195166733,316016264.1,363947696.4,0,1914880000,2902650000,37410000,107460000,13760000,44610000,,747282287.2,131184056.7,17968485.21,68428371.1,,0,
"BO","Bolivia",2007,,597992111.4,1051204721,1057734904,182401194.8,856510607.3,984892002.1,419284251.9,316880047.3,0,1375320000,1901340000,13610000,86250000,63360000,30850000,,1160535431,128827923.6,25012941.05,546304482.3,,0,
"BO","Bolivia",2008,,699085869.9,928365046.9,935184425.2,0,1045447687,1008777004,566415762.6,239066386.4,0,20810000,649200000,10390000,82820000,165570000,25950000,,1025648683,144411861.3,17793381.88,-50687026.97,,0,
"BO","Bolivia",2009,,573381398.5,1042127003,1038572776,614736468.1,614885919.5,140826617.9,387670170,160961484.1,0,16740000,757680000,10960000,104470000,14820000,21290000,,1182235596,140245143.4,26249753.37,67244855.56,,0,
"BO","Bolivia",2010,,800936892.8,1075461284,1039577703,999441120.8,706987083.7,40655506.91,402132882.7,94101454.24,0,132190000,893550000,22080000,155410000,192450000,15930000,,1030233934,126795043.2,24392894.58,74702850.85,,0,
"BO","Bolivia",2011,,923117347.7,1049644408,1049644408,0,383877821.8,71663109.36,529062320.5,83348512.56,0,22030000,718210000,15040000,157530000,4550000,9990000,,1091843231,126019604.7,21526260.44,8005527.594,,0,
"BO","Bolivia",2012,,1059965391,1648979576,1648979576,960798337.4,547611000,566519000,414527000,79630000,0,30190000,688850000,20600000,104540000,5710000,8750000,,1110532104,147112672.3,23058000,8.5e+07,,418421460.4,
"BO","Bolivia",2013,,1627702600,0,0,,286388000,684975473.5,302059167,44398000,0,30360000,720040000,25650000,84200000,7290000,4810000,,1084173732,,18567360.7,-6512251.972,,,
"BA","Bosnia & Herzegovina",2000,,311717684.4,0,0,,363688755.8,9858839.71,85492791.93,254616272.2,0,3990000,1226660000,5720000,173990000,234780000,64870000,,2860442492,5016723.935,7223413.943,23388069.96,,,
"BA","Bosnia & Herzegovina",2001,,249322654.1,4487961.178,4487961.178,,417174254.9,120687556.3,26621304.02,204431997,0,4780000,1049370000,8880000,41110000,64770000,65390000,,2736614577,22668304.97,6160332.174,24267975.23,,,
"BA","Bosnia & Herzegovina",2002,,503593498.7,8871190.344,8871190.344,0,129033001.5,92283360.42,35086566.98,146375656.7,0,8180000,882890000,6370000,72770000,100520000,50580000,,2550786386,26605129.11,8925808.12,539859462.6,,0,
